id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
25676,Robin-B-Hood,7.011,522,Released,2006-09-28,0,126,False,/9nvU0CpENgqOspMfoTUV68JaTaf.jpg,0,,tt0485976,cn,寶貝計劃,"For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?",17.423,/1ViUIV1rf0WZQte0hHh74DWFLeW.jpg,This September! Crawl Baby crawl!,"Drama, Action, Comedy","JCE Movies, Huayi Brothers & Taihe Film Investment",Hong Kong,"Cantonese, Mandarin",kidnapping
37414,The Killer Inside Me,5.815,522,Released,2010-02-19,3977192,109,False,/rxDrw42OvCSa0JCj6FHlvY8cMcT.jpg,13000000,http://www.killerinsideme.com/,tt0954947,en,The Killer Inside Me,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": He is a brilliant, but disturbed sociopathic sadist.",18.14,/fhmdzywgGF9cvoLPuW8qqDn0Gtx.jpg,Nobody Sees It Coming,"Crime, Drama, Thriller","Revolution Films, Indion Entertainment Group, Hero Entertainment, Muse Productions, Stone Canyon Entertainment, Curiously Bright Entertainment, BOB Film Sweden, Film i Väst","Canada, Sweden, United Kingdom, United States of America",English,"hotel, prostitute, sheriff, airplane, based on novel or book, sadism, crime fighter, texas, deputy, cigar smoking, killer, mental hospital, 1950s"
550776,Believe Me: The Abduction of Lisa McVey,8.154,522,Released,2021-06-01,0,98,False,/gPW90IPq6Go8hlT0n7Es3cFl7ly.jpg,0,https://www.mylifetime.com/movies/believe-me-the-lisa-mcvey-story,tt9072202,en,Believe Me: The Abduction of Lisa McVey,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",26.953,/qbJEzCzEKDHPZDiRvSSBiYEKaAH.jpg,,"Drama, TV Movie",Cineflix Productions,Canada,English,"kidnapping, based on true story"
22582,Tom and Jerry: The Movie,6.266,522,Released,1992-10-01,0,84,False,/jCkRiNnjn8hvraxA0HKaCkOK7eC.jpg,35,http://tomandjerrythemovie.warnerbros.com,tt0105616,en,Tom and Jerry: The Movie,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,15.938,/k68ZB5trRKcEJSQdPiY6jtxVq14.jpg,The world's most famous cat and mouse in their first motion picture.,"Family, Animation, Comedy","Film Roman, Live Entertainment, WMG Film, Turner Entertainment, Miramax","Germany, United States of America",English,"cartoon cat, family, cartoon mouse"
293767,Billy Lynn's Long Halftime Walk,5.995,522,Released,2016-11-10,30930984,113,False,/c6lXmNPzXevQtD7kTabvQIhZ5zH.jpg,40000000,,tt2513074,en,Billy Lynn's Long Halftime Walk,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad – contrasting the realities of war with America's perceptions.,11.78,/vblJ5cTqZKg3DSyN1z8JxTUyf2Y.jpg,"To walk the path of a hero, you have to see how it all began.","Drama, War","Bona Film Group, The Ink Factory, Marc Platt Productions, Studio 8, TriStar Pictures, Film4 Productions, LStar Capital, Haishang Films","China, United Kingdom, United States of America",English,"post-traumatic stress disorder (ptsd), based on novel or book, war veteran, american football, thanksgiving, cheerleader, soldier, iraq war, producer, effects from the past"
1102776,AKA,6.913,522,Released,2023-04-28,0,122,False,/zh614Bixv2ePaHK8gzcUpUmcvYv.jpg,0,https://www.netflix.com/title/81576597,tt27197387,fr,AKA,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,53.729,/3BSxAjiporlwQTWzaHZ9Yrl5C9D.jpg,,"Thriller, Action, Crime","Inoxy Films, Nolita",France,French,
593395,Diabolik,6.091,522,Released,2021-12-16,3189418,133,False,/6H1D7eAHNae6omWLGJBcUtoEkXo.jpg,11000000,,tt9381682,it,Diabolik,"1960s, the city of Clerville. The forthcoming visit of heiress Eva Kant, who'll be bringing a famous pink diamond with her, catches the attention of Diabolik, the infallible and elusive thief whose real identity is unknown: while trying to steal the jewel, he finds himself bewitched by Eva's charm, a feeling she may be reciprocating. But the police, led by Inspector Ginko, is rapidly closing in on him...",9.412,/9bOwV2V9r6LikmKHMDgmu9jcE92.jpg,,"Crime, Action, Mystery, Thriller","Mompracem, RAI, Astorina S.A.C.",Italy,"French, Italian","kitsch, comic book, master thief, based on comic, sensuality, gentleman thief, monochrome noir, diabolik"
518068,Along with the Gods: The Last 49 Days,8.171,522,Released,2018-08-01,112790210,141,False,/ul4WiN9EJxsMokdg7z4Y6iisvHS.jpg,18300000,,tt8116428,ko,신과함께-인과 연,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",23.985,/9BnqBHFGDv3WlCPB2qQwzAWdy7y.jpg,Unveiling millennium-old secrets.,"Fantasy, Action, Thriller, Adventure","Lotte Entertainment, Dexter Studios, Realies Pictures, Union Investment Partners, Korean Film Council, Art Service, Alpha Pictures","Hong Kong, South Korea",Korean,"afterlife, hell, trial, based on comic, god, grim reaper, myth, goryeo dynasty, based on webcomic or webtoon"
2769,An American in Paris,7.028,522,Released,1951-09-26,6981000,113,False,/k6Unnx1OCgVteDDzWJLXTw05VGZ.jpg,5635000,,tt0043278,en,An American in Paris,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",10.782,/lyDXkvG53ldz6Cf7dbjJl7TaoP5.jpg,What a joy! It's M-G-M's Technicolor musical!,"Comedy, Music, Romance","Loew's Incorporated, Metro-Goldwyn-Mayer",United States of America,"English, French, German","paris, france, musical, painter, parfum, singing"
614292,Bad Tales,6.779,522,Released,2020-06-15,0,98,False,/e0uN3SIAeo3rOiXa8WppXXjoiew.jpg,0,https://www.the-match-factory.com/catalogue/films/badtales.html,tt8526370,it,Favolacce,"In a small suburb on the outskirts of Rome, the cheerful heat of summer camouflages a stifling atmosphere of alienation. From a distance, the families seem normal, but it’s an illusion: in the houses, courtyards and gardens, silence shrouds the subtle sadism of the fathers, the passivity of the mothers and the guilty indifference of adults. But it’s the desperation and repressed rage of the children that will explode and cut through this grotesque façade, with devastating consequences for the entire community.",10.284,/k2NTmlJkdHhEZtKGQhQz5ovozAB.jpg,Once upon a time there was a dream that now exists no more,Drama,"Amka Films, Vision Distribution, QMI, Sky Italia, RSI, SRG SSR, Pepito Produzioni, RAI Cinema","Italy, Switzerland",Italian,family issues
323020,Bis,5.337,521,Released,2015-02-18,10846026,98,False,/xv1FL0ue0B4tLuIQdrxkI0zVFcn.jpg,14000000,,tt4024546,fr,Bis,"Éric and Patrice have been friends since high school. Over the years, they have both taken very different paths: Éric has become a hedonist, has a string of girlfriends and is always on the look out for a new one; Patrice has become a monogamous father with a very ordered life. After a drunken evening, the two childhood friends find themselves cast back into 1986, when they were 17 years old. This return to the past is a dream opportunity to try to change the path their lives will take. What will they do with this second chance?",6.245,/fuW0Qp1Wrnc3NjPslRwKevUKtJW.jpg,They are back in 1986,Comedy,"EuropaCorp, Few, TF1 Films Production",France,French,"changing the past or future, 1980s"
19255,Away We Go,6.613,521,Released,2009-06-05,15779455,98,False,/aipyw5rJLtcZF7CCHQOkUX7w7TF.jpg,17000000,,tt1176740,en,Away We Go,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt's parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",11.251,/bcN8sdoAPZae2Et1klD0iWRdSnZ.jpg,,"Drama, Comedy, Romance","Neal Street Productions, Focus Features, Big Beach",United States of America,English,"interracial relationship, biracial, bedtime story, unmarried couple, medical illustrator, disguised voice, student protest, sonogram"
10212,Ravenous,6.775,521,Released,1999-01-01,2000000,101,False,/mBw7GMmRycQHFXRUjn70KrzCJCq.jpg,12000000,,tt0129332,en,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",16.671,/hKgV4PcKyS4tt4y3yZ3zG6Uodi3.jpg,You Are Who You Eat.,"Adventure, Drama, Horror, Western","ETIC Films, Engulf & Devour Productions Inc., Fox 2000 Pictures, 20th Century Fox, Heyday Films, Adam Fields Productions","Czech Republic, Mexico, United Kingdom, United States of America","English, Spanish","army, chase, fort, winter, cliff, cooking, cave, dark comedy, gore, survival, murder, snow, camp, soldier, cannibal, madness, stranger, american mexican war, woman director, wendigo, military outpost, vomiting blood, brutal violence"
11364,Regarding Henry,6.5,521,Released,1991-07-10,43001500,108,False,/8QZMXIjksrlIQ5BZLtVpUnhh09Z.jpg,25000000,,tt0102768,en,Regarding Henry,"Respected lawyer, Henry Turner survives a convenience-store shooting only to find he has lost his memory, and has serious speech and mobility issues. After also losing his job—where he no longer 'fits in'—his loving wife and daughter give him all their love and support.",9.581,/v0tMLF2P0RMEzLuh8BySM4wLeFp.jpg,"His life was based on power, success, and ruthlessness. Until a bullet made him think again.","Romance, Drama",Paramount,United States of America,English,"amnesia, firearm, memory loss, lawyer"
11966,Short Circuit 2,6.081,521,Released,1988-07-06,21630088,110,False,/yHiu96qz7EFf4O7YcnLHdxQp1jD.jpg,10000000,,tt0096101,en,Short Circuit 2,"Robot Johnny 5 moves to the city to help his friend Ben Jahrvi with his toy manufacturing enterprise, only to be manipulated by criminals who want to use him for their own nefarious purposes.",18.316,/gn9Wa1fgrje1uqxiBpFjGOjUT74.jpg,The adventures of America's most electric leading man continue.,"Comedy, Family, Science Fiction, Drama","David Foster Productions, TriStar Pictures",United States of America,English,"helicopter, robbery, police, hitman, diamond, boat, hustler, ranch, invention, punk rock, sequel, heist, gang, robot, entrepreneur"
11064,Brewster's Millions,6.559,521,Released,1985-05-22,45833132,97,False,/hiL9QOIj5qT5FK61EGlM47vTAho.jpg,20000000,,tt0088850,en,Brewster's Millions,"Brewster, an aging minor-league baseball player, stands to inherit 300 million dollars if he can successfully spend 30 million dollars in 30 days without anything to show for it, and without telling anyone what he's up to... A task that's a lot harder than it sounds!",16.437,/WNiHT1xr2iRnwlJmiBAFsXeaoM.jpg,An American excess story.,Comedy,"Silver Pictures, Universal Pictures, Davis Entertainment, Lawrence Gordon Productions",United States of America,English,"new jersey, based on novel or book, photographer, baseball, dollar, remake, lawyer, millionaire, manhattan, new york city, inheritance challenge, extravagance, interior decorator, spending money, accounting fraud, mayoral campaign"
638449,The Last Letter from Your Lover,7.497,521,Released,2021-07-23,1451974,110,False,/AmzVV7kqds8BJBXwnQtx5YpqFdU.jpg,0,https://www.blueprintpictures.com/#/the-last-letter-from-your-lover/,tt1893273,en,The Last Letter from Your Lover,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,17.2,/fDKK51YdOfu9pTmSRw7sHUhGFxm.jpg,Don't leave your love story unwritten.,"Drama, Romance","Blueprint Pictures, The Film Farm","Canada, United Kingdom","English, French","london, england, based on novel or book, cheating, manipulation, love letter, french riviera, car accident, love affair, nonlinear timeline, female journalist, woman director, 1960s, lost memory"
407559,I Am the Pretty Thing That Lives in the House,4.488,520,Released,2016-09-10,0,89,False,/vTfQfWUaj4QUJFvtCUHShIxrIuW.jpg,0,https://www.netflix.com/title/80094648,tt5059406,en,I Am the Pretty Thing That Lives in the House,A young nurse takes care of elderly author who lives in a haunted house.,8.246,/lq8ktDO2uqJFgV0jRlMQlPSmNm8.jpg,,"Drama, Horror, Mystery","Eggplant Pictures, Paris Film, Zed Filmworks, Go Insane Films","Canada, United States of America",English,
9683,Bubble Boy,5.694,520,Released,2001-08-24,0,84,False,/tFw6sg7nUgP3mmLxcZGZTiLmURB.jpg,0,,tt0258470,en,Bubble Boy,"Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.",13.644,/gcc4Le4DtmnxYObH0zUcJ5jyP9l.jpg,Life is an adventure. Don't blow it.,"Comedy, Adventure, Romance",Touchstone Pictures,United States of America,English,"lovesickness, niagara falls, crush, illness"
10115,Stick It,6.833,520,Released,2006-04-21,0,105,False,/mXBjx6NH9copXkiwj78qobHNoQK.jpg,0,,tt0430634,en,Stick It,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",13.348,/hsuZkmv2w5gSuNjDYgXCuwNa2cd.jpg,The world of competitive gymnastics is about to be turned on its head.,"Comedy, Drama","Kaltenbach Pictures, Spyglass Entertainment, Touchstone Pictures","Germany, United States of America",English,"puberty, sports, competition, gymnastics, trainer, training, coach, teen movie, woman director"
848685,The Beasts,7.503,520,Released,2022-07-20,10238603,138,False,/o1pjbrQB1SmmSo9FZLUWXZDJ1bP.jpg,3900000,https://greenwichentertainment.com/film/the-beasts/,tt15006566,gl,As bestas,"Antoine and Olga, a French couple, have been living in a small village in Galicia for a long time. They practice eco-responsible agriculture and restore abandoned houses to facilitate repopulation. Everything should be idyllic but for their opposition to a wind turbine project that creates a serious conflict with their neighbors. The tension will rise to the point of irreparability.",19.184,/6GCZtTcuUUXOY2IndZu9qHmu2gB.jpg,,"Thriller, Drama","Le Pacte, Arcadia Motion Pictures, Caballo Films, Cronos Entertainment AIE","France, Spain","Galician, Spanish, French",
184098,Think Like a Man Too,6.425,520,Released,2014-06-20,70181428,105,False,/6VLugbQ5DX1KNXccgB7r8zYNAbV.jpg,24000000,http://www.sonypictures.com/movies/thinklikeamantoo/,tt2239832,en,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",17.035,/bsKfhf0y9Zx7h4j5GHu1JANpKwl.jpg,,"Comedy, Romance",Will Packer Productions,United States of America,English,
411009,Amanda Knox,6.67,520,Released,2016-09-10,0,92,False,/5DfhvCAWMcLLhfATTa1KuoRzoEz.jpg,0,https://www.netflix.com/sg/title/80081155,tt5952332,en,Amanda Knox,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.",5.632,/he85BGyoCi42KWtwkC2sXlqdkWQ.jpg,"Either I'm a psychopath in sheep's clothing, or I am you.","Documentary, Crime",Plus Pictures,"Denmark, United States of America","English, Italian","italy, trial, murder, true crime, wrongful conviction"
13785,Best in Show,6.913,520,Released,2000-09-29,0,90,False,/itVxHnmzMJbfHhX3rbzCuyI9mfB.jpg,0,https://www.warnerbros.com/movies/best-show,tt0218839,en,Best in Show,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",16.977,/kVNaXzoX64YwLC99o4gXyKPnplS.jpg,Some pets deserve a little more respect than others.,Comedy,Castle Rock Entertainment,United States of America,English,"philadelphia, pennsylvania, pet shop, illinois, poodle, mockumentary, dog, terrier, kimono, dog show, pets"
1833,Rent,6.82,520,Released,2005-11-17,31670620,135,False,/iQoGzaGqJ8dbTuLhPLODn57GS0L.jpg,40000000,http://www.sonypictures.com/movies/rent/,tt0294870,en,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.",13.463,/fomBrfOHWxlaVcjPk4yCQgIwAnh.jpg,No day but today.,"Drama, Romance","1492 Pictures, Columbia Pictures, Revolution Studios",United States of America,English,"aids, musical, based on play or musical, hiv, rock opera, missing person, lgbt, mugging, manhattan, new york city, gay theme"
50479,Avalon High,6.198,520,Released,2011-01-28,0,91,False,/aUXCu5uJbnGH4dsc4EWGYaZ56uk.jpg,0,,tt1614950,en,Avalon High,"Disney Channel's production of Julie Sherman Wolfe's screenplay adaptation of the popular novel Avalon High by Meg Cabot. Elaine ""Ellie"" Harrison has just moved from Minnesota to Annapolis, Maryland while her parents take a year long sabbatical to continue their medieval studies in nearby DC. Her new high school, Avalon High, seems like a typical high school with the stereotypical students: Lance the jock, Jennifer the cheerleader, Marco, the bad boy/desperado, and Will, the senior class president, quarterback, and all around good guy. But not everyone at Avalon High is who they appear to be, not even Ellie herself. Eventually, it becomes apparent that Avalon High is a situation where the ancient Arthurian legend is repeating itself. Will, Jennifer, Lance, Marco, and Mr. Morton all correspond to King Arthur, Queen Guinevere, Knight Lancelot, Mordred, and Merlin, respectively.",10.169,/A0VRhkL3l7YWHH4FTWMCki55rfx.jpg,,"Fantasy, Family, Drama, TV Movie","Jaffe/Braunstein Films, Sudden Motion Productions, Ranger Productions","United States of America, New Zealand",English,"high school, based on novel or book, prophecy, camelot, reincarnation, teen movie, king arthur, based on young adult novel"
373314,Misconduct,5.645,519,Released,2016-02-05,2049761,106,False,/5knrDzDDQQ4vIk4IXFUBcR2dOYU.jpg,11000000,,tt3658772,en,Misconduct,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",14.362,/A82Kf9AoMaesgxntOCOyVfRgdYH.jpg,Ambition can be deadly,"Thriller, Drama, Mystery","Lionsgate, Mike and Marty Productions",United States of America,"English, Italian",
12158,Vampire in Brooklyn,5.0,519,Released,1995-10-26,19800000,100,False,/puGrHNxFpJWSWwY9OoMjJQXsVYR.jpg,14000000,,tt0114825,en,Vampire in Brooklyn,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — Rita meets Maximilian, a smooth-talking Caribbean playboy determined to romance her. When Rita begins suffering from crippling hallucinations, she calls upon Dr. Zeko, an occultist who suspects a vampire is on the loose.",13.324,/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,A comic tale of horror and seduction.,"Comedy, Horror",Paramount,United States of America,English,"vampire, brooklyn, new york city"
14444,The Rugrats Movie,6.165,519,Released,1998-11-20,100491683,79,False,/uLj6KxVPiu8tEDFcgFWu0V5stJn.jpg,30000000,,tt0134067,en,The Rugrats Movie,"Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Chuckie, Phil, and Lil to return his baby brother to the hospital. However, they inadvertently get lost in the woods during their trip.",21.571,/uZejGKCSd6nwfMx8U0Td37U2fTc.jpg,An adventure for anyone who's ever worn diapers.,"Family, Animation, Comedy, Adventure","Klasky-Csupo, Nickelodeon Movies, Paramount",United States of America,English,"baby, sibling relationship, home, pregnancy, sequel, aftercreditsstinger"
20246,The Stranger,7.251,519,Released,1946-07-02,322000000,95,False,/eewSm2QKPMueCM3ix5r3aE5eIur.jpg,103400000,,tt0038991,en,The Stranger,"An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi, who may be hiding out in a small town in the guise of a distinguished professor engaged to the Supreme Court Justice’s daughter.",11.504,/bzjoPScBLUWpSu10m3GbSbSwVhS.jpg,The most deceitful man a woman ever loved!,"Thriller, Crime","International Pictures, The Haig Corporation",United States of America,"English, Spanish, French","nazi, clock tower, professor, clock, connecticut, film noir, black and white, convert, supreme court justice"
694234,Under the Riccione Sun,6.202,519,Released,2020-07-01,0,102,False,/a8dc8eyldtHMjrUluyLRKdVIhif.jpg,3000000,https://www.netflix.com/title/81176235,tt10941528,it,Sotto il sole di Riccione,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",9.254,/swxumQljyst2dzun8k1gaLu85mz.jpg,,"Comedy, Romance","Lucky Red, New International",Italy,Italian,"summer, summer vacation"
6935,Yamakasi,6.02,519,Released,2001-04-04,1297401,90,False,/l6zhhG4HR1ovOPkWBXIoXkJyQz5.jpg,15000000,,tt0267129,fr,Yamakasi,"Yamakasi - Les samouraïs des temps modernes is a 2001 French movie written by Luc Besson. It demonstrates the skills of the Yamakasi, a group of traceurs who battle against injustice in the Paris ghetto. They use parkour to steal from the rich in order to pay off medical bills for a kid injured copying their techniques.",13.227,/7INcVJWvyT5pwnGHTYrhZXD7zvS.jpg,,"Action, Crime, Drama","EuropaCorp, Leeloo Productions, Canal+",France,French,"street gang, france, paris, france, police, roof, ghetto, parkour, thief"
653567,Miss Americana,7.934,519,Released,2020-01-31,0,85,False,/A7AjlQTR1UlaNSYwwPRQ5gQTHyf.jpg,0,http://www.netflix.com/title/81028336,tt11388580,en,Miss Americana,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",13.53,/z1HiEB1UEfdA5fPkngekjQ2vlCC.jpg,,"Documentary, Music",Tremolo Productions,United States of America,English,"politics, pop star, pop culture, behind the scenes, pop music"
348668,A Conspiracy of Faith,7.0,519,Released,2016-03-03,5900000,108,False,/vDSDu2okecJy1gcmPf26bJBMhhV.jpg,5210000,,tt4088268,da,Flaskepost fra P,"Denmark, 2016. A blurred note is found in a bottle that has traveled across the ocean for a long time. After deciphering the cryptic note, Department Q members follow a sinister trail that leads them to investigate a case that occurred in 2008. At the same time, new tragic events take place that test their faith and deepest beliefs.",10.982,/o8ttROXRy2obfcO3IFnORFq9nW8.jpg,,"Crime, Drama, Mystery, Thriller","Det Danske Filminstitut, TV 2, Film i Väst, TV4, Zentropa International Hamburg, Zentropa International Berlin, Zentropa International Norway, ZDF, TV 2, Zentropa Entertainments","Denmark, Germany, Norway, Sweden","Danish, Norwegian","based on novel or book, denmark, co-workers relationship, religious fundamentalism, nordic noir, cold case, message in a bottle, brother sister relationship, afdeling q, faith vs atheism"
11349,Cape Fear,7.427,519,Released,1962-04-12,103000000,105,False,/gTAR1VR3KSLEp5jIFuOQbZeiBrB.jpg,35000000,,tt0055824,en,Cape Fear,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",13.287,/9BzUTJMoH1mQUiqI1C9glrWEuxa.jpg,Now he had only one weapon left—murder!,Thriller,"Melville-Talbot Productions, Universal Pictures",United States of America,English,"small town, psychopath, poison, ex-detainee, boat, film noir, lawyer, dog, family, listening to the radio"
1013860,R.I.P.D. 2: Rise of the Damned,6.459,519,Released,2022-11-15,0,102,False,/kmzppWh7ljL6K9fXW72bPN3gKwu.jpg,0,,tt21094994,en,R.I.P.D. 2: Rise of the Damned,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",81.866,/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg,Meet the new law of the Afterlife.,"Action, Comedy, Fantasy, Crime",Universal 1440 Entertainment,United States of America,English,"sheriff, based on comic, prequel, american west, 1870s"
945729,A Haunting in Venice,6.786,519,Released,2023-09-13,89800000,104,False,/kHlX3oqdD4VGaLpB8O78M25KfdS.jpg,60000000,https://www.20thcenturystudios.com/movies/a-haunting-in-venice,tt22687790,en,A Haunting in Venice,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",147.584,/1Xgjl22MkAZQUavvOeBqRehrvqO.jpg,Death was only the beginning.,"Mystery, Thriller, Crime","20th Century Studios, Scott Free Productions, The Mark Gordon Company, Genre Films, Agatha Christie Limited","United Kingdom, United States of America","English, Italian","based on novel or book, venice, italy, loss of loved one, detective, medium, grief, whodunit, investigator, guilt, novelist, post world war ii, murder investigation, ghost, séance, murder mystery, spiritism, halloween night, palazzo, retired detective"
121734,"Tad, the Lost Explorer",6.241,518,Released,2012-08-10,23000000,90,False,/rg10dfOmhP42jTmVs0jRTPQ0WUE.jpg,10500000,http://www.tadeojones.com/,tt1764625,es,Las aventuras de Tadeo Jones,"Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.",20.986,/vmysxjUJkYmp6CmjNOKOeHMOzFA.jpg,"No whip, no gun... All fun!","Animation, Comedy, Adventure, Family","StudioCanal, Lightbox Entertainment, Ikiru Films, Telefónica Studios, Telecinco Cinema, El Toro Pictures, Canal+, ICAA","France, Spain",Spanish,"treasure, helicopter, peru, pyramid, museum, parrot, hot air balloon, jungle, train, dog, desert, explorer, construction worker"
14208,The Librarian: Return to King Solomon's Mines,6.224,518,Released,2006-09-09,0,92,False,/iyfyAgnujD4I7s836VqINXZ8WGU.jpg,0,,tt0455596,en,The Librarian: Return to King Solomon's Mines,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa.",13.77,/jK4BhFw9uNS6BKfAVlxX6Bnkj0J.jpg,,"Fantasy, Action, Adventure","Turner Network Television, Electric Entertainment, Blue Sky Films",United States of America,"French, Arabic, English","incantation, treasure hunt, treasure map, miniseries, scientist, archaeologist"
82684,Chasing Mavericks,7.014,518,Released,2012-10-25,7900000,117,False,/8Y0w3WmlKM4WpSiGOh2ecA8YNQJ.jpg,0,,tt1629757,en,Chasing Mavericks,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,13.859,/7wxJmFqTMcdE05sfWedB6458US1.jpg,Legends start somewhere.,Drama,"Fox 2000 Pictures, Walden Media, 20th Century Fox",United States of America,English,"surfing, sports, wave, progress, based on true story, mentor protégé relationship, santa cruz, california, dedication"
449985,Triple Threat,6.4,518,Released,2019-03-19,0,96,False,/2f8fkWSWOVcTlWforoVpsuaCiwI.jpg,10000000,https://www.triplethreatfilm.com,tt6643972,en,Triple Threat,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",20.212,/cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg,Like Expendables without retirees!,"Thriller, Action","Hamilton Entertainment, Kungfuman Culture Media, Aurora Alliance Films, SC Films Thailand Co.","United States of America, China, Thailand","Indonesian, English, Thai, Mandarin","martial arts, assassin, police, hitman, fight, mercenary, organized crime, تهدید سه گانه"
