id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
659959,Summer of 85,7.408,714,Released,2020-07-14,3600000,101,False,/oq1AkrBDj8hRVJqC2NDFT5R1NEa.jpg,6900000,,tt10457128,fr,Été 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",12.932,/rkJKDC5gYrPXQx9IqNaUhSb3beC.jpg,,"Romance, Drama","Mandarin Production, SCOPE Pictures",France,"French, English","based on novel or book, sailing, normandy, france, motorcycle, teenage boy, lgbt, lgbt teen, summer job, seaside town, 1980s, teenage protagonist, gay theme, boys' love (bl)"
175574,Free Birds,5.862,714,Released,2013-10-30,110000000,91,False,/bYCYL5mVX4unStJy34wWuofVq2O.jpg,55000000,,tt1621039,en,Free Birds,Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,17.418,/gnSU2wUBq2gTkBEkxY8C1d1fXAQ.jpg,Hang On To Your Nuggets,"Animation, Comedy, Family","Reel FX Creative Studios, Relativity Media",United States of America,English,"holiday, freedom, thanksgiving, duringcreditsstinger"
9573,Blood Work,6.156,712,Released,2002-08-09,31794718,110,False,/6Jatq6wjJ4c2YbPkE5e5VzukEI2.jpg,50000000,,tt0309377,en,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",14.042,/A6wWJkIREagRWFNu3YotID3n9aW.jpg,He's a heartbeat away from catching the killer,"Thriller, Crime","Malpaso Productions, Warner Bros. Pictures",United States of America,"English, Spanish","based on novel or book, heart, police, houseboat, investigation, ex-cop, murder, serial killer, heart transplant, armed robbery, blood donor, good versus evil"
5544,Hiroshima Mon Amour,7.777,712,Released,1959-06-10,3193,92,False,/nHmxbmwGmbY6p5i5Soal4ZJNrTq.jpg,0,,tt0052893,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",16.04,/adLWFW0JC8f3wjhnfBnHlf85Poh.jpg,From the measureless depths of a woman's emotions...,"Drama, History, Romance","Argos Films, Como Films, Daiei Film, Pathé Overseas, Pathé Entertainment","France, Japan","English, French, Japanese","new love, france, atomic bomb, return, lover, architect, hiroshima, japan, black and white, family, extramarital affair, anti war, nouvelle vague"
5902,A Bridge Too Far,7.222,712,Released,1977-06-15,50750000,175,False,/26feWH2NF8XqxuMzfkJTp9T5dfQ.jpg,22000000,,tt0075784,en,A Bridge Too Far,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,21.901,/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg,Out of the sky comes the screen's most incredible spectacle of men and war!,"Drama, History, War","United Artists, Joseph E. Levine Productions","United Kingdom, United States of America","English, Dutch, Polish, German, Latin","mission, army, allies, world war ii, netherlands, bridge, tank, based on true story, operation market garden, soldier, arnhem, military operation, 1940s, historical battle"
10207,Message in a Bottle,6.202,712,Released,1999-02-22,118880016,131,False,/bHTAGzPTQ0aBm7gmfkSnqaHiajM.jpg,80000000,,tt0139462,en,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",15.047,/majQar87QNbrC47qYMcmK1oCohZ.jpg,A story of love lost and found.,"Romance, Drama","Tiger Productions, Bel Air Entertainment, Di Novi Pictures",United States of America,English,"sailboat, anonymous letter, sailing, love letter, bottle, cape cod, message in a bottle"
73456,Barbie: Princess Charm School,7.442,712,Released,2011-08-11,0,79,False,/pR51tWHlUWUEnPUc5my9anqcDto.jpg,0,,tt2066832,en,Barbie: Princess Charm School,"Barbie stars as Blair Willows, a kind-hearted girl who is chosen to attend Princess Charm School: a magical, modern place that teaches dancing, how to have tea parties, and proper princess manners. Blair loves her classes -- as well as the helpful magical sprites and her new friends, Princesses Hadley and Isla. But when royal teacher Dame Devin discovers that Blair looks a lot like the kingdom’s missing princess, she turns Blair’s world upside down to stop her from claiming the throne. Now Blair, Hadley and Delancy must find an enchanted crown to prove Blair’s true identity in this charming and magical princess story!",38.899,/lI2jPbssax6XX5vDqB9mTJHGzfH.jpg,,"Family, Animation, Fantasy","Mattel Entertainment, Rainmaker Entertainment",United States of America,English,"princess, based on toy, school"
73937,The Big Year,5.988,712,Released,2011-10-13,8179416,100,False,/sBOTeV38Xf3xyvzEq8tpHor6pCJ.jpg,41000000,,tt1053810,en,The Big Year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",13.172,/q6Pr8fWKh664seri2MaQeIJ6eSI.jpg,Everyone is searching for something.,Comedy,"Ingenious Media, Fox 2000 Pictures, Deuce Three Productions, Sunswept Entertainment, Dune Entertainment, 20th Century Fox, Red Hour",United States of America,English,"helicopter, airplane, based on novel or book, honeymoon, ornithology, birding, birdwatching, duringcreditsstinger"
16558,Duplicity,5.893,711,Released,2009-03-18,78176181,125,False,/dGfpqdkEJzpUb46L9neCrthdRfq.jpg,60000000,http://www.universalstudiosentertainment.com/duplicity/,tt1135487,en,Duplicity,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,15.255,/vpWQs3CjwG6Er3DgZlv4L3NFjXg.jpg,Outwit. Outspy. Outsmart. Outplay. Then get out.,"Romance, Comedy, Crime","Medienproduktion Poseidon Filmgesellschaft, Universal Pictures, Relativity Media, Laura Bickford Productions","Germany, United States of America","German, Russian, Spanish, English","spy, fbi, dubai, near east"
382589,Rock'n Roll,5.198,711,Released,2017-02-15,0,123,False,/gHCAEAC96OS2YpqXYDcBu7nahV7.jpg,17900000,,tt5351818,fr,Rock'n Roll,"Guillaume Canet is told by a young co-star that he's no longer Rock'n' Roll and can't sell films anymore. He then tries to prove her wrong and gets help from his girlfriend, Marion Cotillard.",6.635,/tkzVWew2NgepjYDWu5WeVXLEeCj.jpg,,"Comedy, Drama","Pathé, M6 Films, Les Productions du Trésor",France,"English, French","midlife crisis, plastic surgery, director, couple, producer, self parody"
532,A Close Shave,7.536,711,Released,1995-04-10,0,30,False,/aCAvih7z9D8FZHrF8sSSaczl9N8.jpg,0,http://www.wallaceandgromit.com/films/a-close-shave,tt0112691,en,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",11.942,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,,"Family, Animation, Comedy",Aardman,United Kingdom,English,"prison, sheep, inventor, loyalty, innocence, surrealism, stop motion, framed, dog, animal, sheep rustling, claymation, plasticine, short film, preserved film"
895,Andrei Rublev,8.086,711,Released,1966-12-16,0,183,False,/fKa8Jy2ge1O0IU6zZXnJ2sxUzdU.jpg,0,,tt0060107,ru,Андрей Рублёв,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",15.486,/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,,"Drama, History","Mosfilm, Tvorcheskoe Obedinienie Pisateley i Kinorabotnikov",Soviet Union,"Tatar, Russian, Italian","rape, christianity, monk, artist, cathedral, crucifixion, famine, painter, icon, biography, tatars, teacher, bell, torture, massacre, brutality, middle ages (476-1453), monastery, tartar, bell maker, 15th century, religious vow"
506528,Harriet,7.3,711,Released,2019-11-01,0,125,False,/rStbi6Sm1JWk4S3pCqULUY7GMDB.jpg,0,,tt4648786,en,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",15.213,/bNmuY9vOx1AEh3G8G1IUppFKAgj.jpg,Be free or die,"Drama, History",Focus Features,United States of America,"English, Italian","southern usa, slavery, biography, harriet tubman, 19th century, underground railroad"
13025,Diary of the Dead,5.5,711,Released,2007-05-26,5540941,95,False,/vjedSpn9vaN3Xxzr7MxW9RFGW50.jpg,2000000,,tt0848557,en,Diary of the Dead,A group of young film students run into real-life zombies while filming a horror movie of their own.,13.5,/tGktSJW5dPf8QIjmcqum4KOEZPZ.jpg,Where will you be when the end begins?,Horror,"Artfire Films, Romero-Grunwald Productions","Canada, United States of America",English,"zombie, found footage"
284689,Testament of Youth,7.3,710,Released,2014-10-14,1822250,129,False,/sEDoomoV9h0sTVmYD57zvKQPqm8.jpg,0,,tt1441953,en,Testament of Youth,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",11.138,/a6kFsaDCulCLfYHmKLDKTYaddM4.jpg,Divided by war. United by love.,"History, Drama, War","BBC Film, Heyday Films","Denmark, United Kingdom",English,"nurse, world war i, poetry, pacifism, flanders, summer, based on memoir or autobiography, compassion, pacifist, war injury, aspiring writer, nursing, edwardian, oxford university, 1910s, edwardian england, summertime, bad news, tenacity"
10156,History of the World: Part I,6.782,710,Released,1981-06-12,31672907,92,False,/3OzxvNXpjEvlEHbpl6poaKu5byl.jpg,11000000,,tt0082517,en,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",18.489,/l3TEMyKb6xgUnTSGjcnvVE18JRf.jpg,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",Comedy,"Brooksfilms, 20th Century Fox",United States of America,"French, Latin, English","moses, roman empire, inquisition, french revolution, musical, stone age, anthology, prehistory, cavemen, 18th century, louis xvi, peplum, timeline, nero, 15th century, spanish inquisition"
44269,All That Glitters,6.382,710,Released,2010-03-24,0,100,False,/o2so2IWUtCCS48ooV7TR98HgcIX.jpg,0,,tt1587877,fr,Tout ce qui Brille,"Best friends Ely and Lila share everything together, including their dream of a life beyond the Paris suburb they've lived in since childhood. One night they venture into the capital and meet a pair of wealthy young friends at a night club. Ashamed of their working-class background, and seeing an opportunity to escape, Ely and Lila begin to lie their way into this glamorous new world. Falling deeper into their web of lies, the young women begin to lose sight of themselves as their friendship is pushed to the limit.",6.701,/qDVRDQOvM4aE4UgxMFlS94WvoEo.jpg,,Comedy,"Vertigo Productions, M6 Films, Pathé",France,French,
668461,Slumberland,7.432,709,Released,2022-11-18,0,117,False,/64Btfwp7JWP7qTloYQcoqDaraN3.jpg,35000000,https://www.netflix.com/title/81220825,tt13320662,en,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",31.302,/oGd2JUEtr0BZN3pK8yakmoZlVFq.jpg,Every adventure begins with a dream.,"Family, Fantasy","Chernin Entertainment, about:blank",United States of America,English,live action remake
172803,Hours,6.637,709,Released,2013-11-29,0,97,False,/6nsaBL3ZCJv00SKQPuGueSuV1HP.jpg,4000000,,tt2094018,en,Hours,A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,12.124,/zGu7BWLQ47Piej6FubpqFboZONa.jpg,Every second counts.,"Drama, Thriller","Hours Capital, The Safran Company, PalmStar Media",United States of America,English,"hurricane, natural disaster, infant, father, hurricane katrina"
2099,Raw Deal,5.805,709,Released,1986-06-06,16209459,106,False,/eJ1UkFvKCQUqVW5lswBMYMRKn4Q.jpg,8500000,,tt0091828,en,Raw Deal,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",20.093,/e27G0o01y6aPYn6OScB2G6NbqVz.jpg,The system gave him a raw deal. Nobody gives him a raw deal.,"Action, Crime, Thriller","DEG, Famous Films (II), International Film Corporation","Netherlands, United States of America",English,"chicago, illinois, small town, showdown, undercover, gangster, fbi, gang war, crime boss, mafia boss, vigilante, organized crime, shootout, one man army, one against many, bomb attack, 1980s, action hero"
424488,Megan Leavey,7.3,709,Released,2017-06-09,13406883,116,False,/lrHfbfrEl9keXee7lLngtKtStS8.jpg,0,,tt4899370,en,Megan Leavey,"The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",12.977,/ajZUEsDpo3EgiHZ8HX9yQJIRnFf.jpg,Based on the true story of a marine's best friend.,"Drama, War","LD Entertainment, Calle Cruzada","Spain, United States of America",English,"human animal relationship, biography, iraq war veteran, female soldier, iraq war, dog, animal, german shepherd, u.s. marine, purple heart, woman director, war dog, pets"
294652,Son of a Gun,6.377,709,Released,2014-10-16,0,108,False,/qF1zeLIhTe3ZtP9q7Ca7EsM9KAR.jpg,0,,tt2452200,en,Son of a Gun,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",17.056,/yRLVyhQfkW2hn15e8NIqarswLAr.jpg,Everyone gets what they deserve,"Action, Crime, Drama, Thriller","Media House Capital, Altitude Film Entertainment, Daydream Productions, Bridle Path Films, Southern Light Films, WBMC, Screen Australia, ScreenWest, Lotterywest, Screen NSW, Hopscotch Entertainment One","Australia, Canada, United Kingdom",English,"prison, australia, gold, robbery, chase, boat, mine, motel, heist, murder, melbourne, australia, double cross, prison break, prison life, perth, australia"
759175,The Princess,6.9,708,Released,2022-06-16,0,94,False,/5PnypKiSj2efSPqThNjTXz8jwOg.jpg,0,https://www.20thcenturystudios.com/movies/the-princess,tt13406136,en,The Princess,"A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",33.689,/9pCoqX24a6rE981fY1O3PmhiwrB.jpg,Bow to no one.,"Action, Fantasy","20th Century Studios, Original Film",United States of America,"English, Portuguese","princess, fight, kingdom, gore, sword fight, duel, heroine, sword duel, forced marriage, violence"
11560,High Crimes,6.328,708,Released,2002-04-05,63781810,115,False,/lBCV9MT970TtFpYJNCd1HOsT1hE.jpg,42000000,,tt0257756,en,High Crimes,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",19.076,/9sj9rUr7Vu5IfOQHnYKnJuVEw0B.jpg,Everything you trust. Everything you know. May be a lie...,"Drama, Mystery, Thriller, Crime","Monarch Pictures, Epsilon Motion Pictures, New Regency Pictures, Manifest Film Company, 20th Century Fox",United States of America,"English, Spanish","based on novel or book, court, witness, trial, love, murder, defense, lawyer, justice, u.s. marine, arrested, classified, legal thriller"
615677,We Can Be Heroes,6.09,707,Released,2020-12-25,0,97,False,/y6FYAhaeFMj9Lsk8OdF2NeWQkbd.jpg,0,https://www.netflix.com/title/80994666,tt10600398,en,We Can Be Heroes,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",34.201,/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg,Power comes in all sizes.,"Family, Action, Fantasy, Comedy","Troublemaker Studios, Quick Draw Productions, Double R Productions",United States of America,"French, English, Moldavian","superhero, alien, alien invasion, family, father daughter relationship"
13260,Semi-Pro,5.609,707,Released,2008-02-28,33472850,91,False,/yvB9wgUNyArVMDW4knhbEec5Xlw.jpg,0,https://www.warnerbros.com/semi-pro,tt0839980,en,Semi-Pro,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA), the worst team in the league. In 1976 before the ABA collapses, the NBA plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. If the Tropics want to make it to the NBA, Jackie Moon must rally his team and start winning.",13.951,/7KJrvJf96UpkXsWVOjzCo1IbnW6.jpg,Putting the funk into the dunk.,Comedy,"New Line Cinema, Mosaic Media Group, The Donners' Company, Road Rebel",United States of America,English,"michigan, sports, 1970s, basketball, flint michigan, nba, merger, trade, garbage can, canon, ramp, championship, dead parent"
11008,Major Payne,6.364,707,Released,1995-03-24,30112050,95,False,/rdA37y0SKRNRdXH1rBqeQq3wpPb.jpg,0,,tt0110443,en,Major Payne,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",17.472,/kWHx5eq7PELkF3If7LrrhuBskRG.jpg,He's looking for a few good men... or a few guys old enough to shave.,"Adventure, Comedy, Family","Universal Pictures, Wife 'n' Kids",United States of America,"English, Spanish","war veteran, headquarter, military spoof, military base, military service, base, major, instructor"
768362,Missing,7.531,707,Released,2023-01-19,45100756,111,False,/tVH1qEFyKiCpP6kNDFyXKW2Tiif.jpg,7000000,https://www.missing.movie,tt10855768,en,Missing,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",27.68,/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg,No one disappears without a trace.,"Thriller, Mystery","Stage 6 Films, Search Party, Bazelevs Entertainment, Screen Gems",United States of America,"English, Spanish","kidnapping, fbi, fake identity, detective story, sequel, teenage girl, los angeles, california, missing person, found footage, mysterious, abuse, generation z, amateur sleuth, complex, mother daughter relationship, screenlife, colombia, direct, empathetic"
10632,The Hunted,6.19,707,Released,2003-03-11,34234008,94,False,/2T3k09YnrM03CQd1yK3ZQLEHEZH.jpg,55000000,,tt0269347,en,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. A former Special Operations instructor is approached and asked to apprehend Hallum—his former student—who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",15.316,/iIl3l7BPenoVpdRJAqIXeIgMQvV.jpg,Some men should not be found.,"Drama, Action, Thriller, Crime","Alphaville Films, Lakeshore Entertainment",United States of America,English,"hunter, fbi, knife, balkan war, woods, slaughter, survivalist, maniac, special forces, killing spree, combat, ex soldier, dark past, manhunt"
10403,The Player,7.198,706,Released,1992-04-03,21706101,124,False,/tKyxF6ZyxF65CcJKBKId1VavpGP.jpg,8000000,,tt0105151,en,The Player,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,13.27,/pOOTEr4c5Rk7s4YSQ6Uii2T6rr6.jpg,Everything you've heard is true!,"Mystery, Drama, Thriller, Comedy","Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",United States of America,English,"based on novel or book, homicide, movie business, blackmail, screenwriter, hollywood, death threat, movie mogul, movie studio, studio executive"
11128,Ladder 49,6.404,706,Released,2004-10-01,74541707,115,False,/dfxPajRKhApSMfv31Sq14loL8Ck.jpg,60000000,,tt0349710,en,Ladder 49,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids.",18.585,/aJWQNUUHVcI7kvlVdUzPS9J8XHt.jpg,Their greatest challenge lies in rescuing one of their own,"Drama, Action, Thriller","Beacon Communications, Touchstone Pictures, Beacon Pictures, Casey Silver Productions, Fantail Films Inc.",United States of America,English,"rescue, hero, fire, disaster, firefighting, ledge, practical joke, firefighter"
28978,The Circus,8.005,706,Released,1928-01-06,0,72,False,/fSu9eMwiGR7YVznegeB4JQPKgrO.jpg,9000000,,tt0018773,en,The Circus,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",10.148,/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg,The Circus is Here!,"Comedy, Romance","Charles Chaplin Productions, United Artists",United States of America,No Language,"circus, tramp, black and white, silent film, employer employee relationship, little tramp, preserved film"
609242,The Heist of the Century,7.799,706,Released,2020-01-16,7627100,114,False,/1umKVgbjFG5Cho5ZKTpcvRFJjuJ.jpg,0,,tt10948718,es,El robo del siglo,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",16.894,/1zL4VCVin4S8kOXhszMDqfwWPCM.jpg,The Story Of The Theft That Made History,"Comedy, Thriller, Crime","Viacom International Inc., Telefe, AZ Films, MarVista Entertainment, Film Tonic, INCAA, Cine Argentino","Argentina, United States of America",Spanish,"heist, bank robbery, bank heist"
11026,Exorcist: The Beginning,5.369,706,Released,2004-08-20,78000586,114,False,/hz4Tzv4jac2usrCpMUGJp4akkoK.jpg,80000000,,tt0204313,en,Exorcist: The Beginning,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",22.696,/phXWlfOuTxzOnO96BNZ8CiSJqZk.jpg,Go back to where the horror began.,"Horror, Mystery, Thriller","Dominion Productions, Morgan Creek",United States of America,English,"obsession, religion and supernatural, exorcism, remake, priest, paganism, devil, archaeologist, catholic church, demonic possession, relic, crisis of faith, archaeological dig, supernatural horror"
10543,Fear,6.367,705,Released,1996-04-12,0,97,False,/u8yvuMpnzOoGO74SHv3dD2FL8P9.jpg,0,,tt0116287,en,Fear,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",21.365,/mUVTKyDGKgpSF41PEsrrXDzBhSo.jpg,Together forever. Or else.,Thriller,"Universal Pictures, Imagine Entertainment",United States of America,English,"psychopath, father, loss of virginity, teenage girl, psychological thriller, home invasion, split personality, ax"
339259,The Man with the Iron Heart,6.552,705,Released,2017-05-25,4412639,120,False,/pKXtR7X45VFyC1zpEXSw2zZyWPF.jpg,32679734,,tt3296908,en,The Man with the Iron Heart,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich, head of the SS, the Gestapo and the architect of the Final Solution.",22.945,/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg,The true story of how the architect of the Holocaust was assassinated,"War, Action, History, Thriller","Red Crown Productions, Nexus Factory, Légende Films, Cutting Edge Group, Echo Lake Entertainment, FilmNation Entertainment, Lantern Entertainment, The Weinstein Company, France 2 Cinéma, Carmel Productions, C2M Productions, HHHH, Canal+, Ciné+, France Télévisions, Taxshelter. be, BNP Paribas Fortis, Mars Films","Belgium, Czech Republic, France, United Kingdom, United States of America","English, German","assassination, based on novel or book, nazi, world war ii, operation anthropoid, czech history, assassination of reinhard heydrich (1942)"
8968,Boogeyman,4.978,705,Released,2005-02-04,67192859,89,False,/sJEcInnWer58nvYEbZmrx5eAQ7R.jpg,20000000,http://www.uip.de/lo/goodies/posters/pl_boogeyman.html,tt0357507,en,Boogeyman,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",16.356,/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg,You thought it was just a story.,"Thriller, Horror, Drama, Mystery","Pacific Renaissance Pictures, Screen Gems, Ghost House Pictures, Senator International",United States of America,English,"nightmare, hallucination, childhood trauma, break-up, hometown, psychotherapy, nightmare becomes reality"
313106,Doctor Who: The Day of the Doctor,8.17,705,Released,2013-11-23,10000000,77,False,/dmkFQ2f6vb8fR7kRgjlsG7h7QiG.jpg,0,http://www.bbc.co.uk/programmes/p01l1z04,tt2779318,en,Doctor Who: The Day of the Doctor,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",8.294,/yxLra5R61s5J4M5L3mqOY42K5md.jpg,,"Science Fiction, Adventure",BBC Wales,United Kingdom,English,"time travel, alien"
5820,The Sentinel,5.999,704,Released,2006-04-19,78810595,108,False,/4bFd369zq0AiCVyMtAqKZzqHr09.jpg,60000000,,tt0443632,en,The Sentinel,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,21.274,/wPFVeVYuFhCnnOAZZHpMROCbssE.jpg,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.","Action, Thriller, Crime","Sentinel Productions, Regency Enterprises, Epsilon Motion Pictures, Furthur Films, New Regency Pictures, Dune Entertainment, Major Studio Partners, 20th Century Fox",United States of America,English,"usa president, agent"
290637,Pay the Ghost,5.365,704,Released,2015-09-16,2160298,94,False,/dmFV2HselSGJrGIgBabG7NRwGzi.jpg,0,,tt3733778,en,Pay the Ghost,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past.",12.618,/iHG1QcxaRCiFIdSK1HZA6zOEFsl.jpg,Evil walks among us.,Horror,"Midnight Kitchen Productions, Voltage Pictures, PTG Nevada",United States of America,English,"new york city, police, halloween, revenge, burned alive, car accident, ghost, child kidnapping"
236751,Heaven Is for Real,6.707,704,Released,2014-04-16,101332962,99,False,/11eRKCIIkRnGseeIlWlAqkbiHKl.jpg,12000000,http://www.sonypictures.com/movies/heavenisforreal/,tt1929263,en,Heaven Is for Real,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",39.57,/bYJhBhe6CPIHTl62kPfKfqicTaX.jpg,Unlock the mystery,Drama,"TriStar Pictures, Screen Gems, Roth Films","Canada, United States of America",English,"based on novel or book, faith, heaven, loss, based on true story, religion, near-death experience"
